Filename,Width (mm),Height (mm),Width (px),Height (px),x1,y1,x2,y2
14-20-37-357.png,7.01,6.77,147,142,397,241,544,383
14-20-37-399.png,7.01,6.49,147,136,397,241,544,377
14-20-37-434.png,6.82,6.49,143,136,401,241,544,377
14-20-37-465.png,6.82,6.49,143,136,397,241,540,377
14-20-37-496.png,6.82,6.25,143,131,397,241,540,372
14-20-37-534.png,7.01,6.25,147,131,393,241,540,372
14-20-37-581.png,7.01,6.54,147,137,389,235,536,372
14-20-37-622.png,7.01,6.25,147,131,389,235,536,366
14-20-37-655.png,6.82,6.25,143,131,385,235,528,366
14-20-37-688.png,6.82,6.25,143,131,381,235,524,366
14-20-37-721.png,6.63,6.01,139,126,377,235,516,361
14-20-37-755.png,6.39,5.96,134,125,373,230,507,355
14-20-37-787.png,6.63,5.96,139,125,364,230,503,355
14-20-37-819.png,6.82,5.73,143,120,352,230,495,350
14-20-37-854.png,7.2,6.01,151,126,340,224,491,350
14-20-37-889.png,7.4,6.01,155,126,332,224,487,350
14-20-37-922.png,7.4,5.96,155,125,328,219,483,344
14-20-37-955.png,6.87,5.96,144,125,319,219,463,344
14-20-37-988.png,6.63,5.96,139,125,311,219,450,344
14-20-38-022.png,6.63,5.73,139,120,307,219,446,339
14-20-38-055.png,6.63,5.73,139,120,303,219,442,339
14-20-38-089.png,6.44,5.73,135,120,303,219,438,339
14-20-38-123.png,6.44,5.73,135,120,303,219,438,339
14-20-38-168.png,6.25,5.44,131,114,303,219,434,333
14-20-38-211.png,5.49,4.96,115,104,307,224,422,328
14-20-38-243.png,5.44,5.2,114,109,299,224,413,333
14-20-38-276.png,5.63,5.2,118,109,291,224,409,333
14-20-38-340.png,4.87,4.68,102,98,295,230,397,328
14-20-38-377.png,4.68,4.2,98,88,287,235,385,323
14-20-38-411.png,3.29,2.86,69,60,295,246,364,306
14-20-38-444.png,0.0,,0,0,0,0,0,0
14-20-38-477.png,0.0,,0,0,0,0,0,0
14-20-38-512.png,3.29,2.86,69,60,279,246,348,306
14-20-38-546.png,5.63,4.96,118,104,250,224,368,328
14-20-38-590.png,5.25,4.72,110,99,254,224,364,323
14-20-38-633.png,4.68,3.91,98,82,254,235,352,317
14-20-38-666.png,5.25,4.44,110,93,246,230,356,323
14-20-38-699.png,5.82,4.96,122,104,234,224,356,328
14-20-38-733.png,5.44,4.68,114,98,238,230,352,328
14-20-38-767.png,5.25,4.68,110,98,238,230,348,328
14-20-38-798.png,5.44,4.96,114,104,238,224,352,328
14-20-38-833.png,4.87,4.44,102,93,242,230,344,323
14-20-38-866.png,4.29,3.91,90,82,246,235,336,317
14-20-38-901.png,2.72,2.34,57,49,262,252,319,301
14-20-38-949.png,0.0,,0,0,0,0,0,0
14-20-38-989.png,2.53,2.58,53,54,258,252,311,306
14-20-39-022.png,1.96,2.1,41,44,262,257,303,301
14-20-39-066.png,0.0,,0,0,0,0,0,0
14-20-39-101.png,0.0,,0,0,0,0,0,0
14-20-39-147.png,0.0,,0,0,0,0,0,0
14-20-39-189.png,0.0,,0,0,0,0,0,0
14-20-39-235.png,0.0,,0,0,0,0,0,0
14-20-39-280.png,4.48,3.91,94,82,250,235,344,317
14-20-39-322.png,5.25,4.68,110,98,242,230,352,328
14-20-39-370.png,4.87,4.44,102,93,246,230,348,323
14-20-39-413.png,5.06,4.68,106,98,242,230,348,328
14-20-39-457.png,4.87,4.44,102,93,246,230,348,323
14-20-39-504.png,5.06,4.44,106,93,246,230,352,323
14-20-39-545.png,5.06,4.68,106,98,246,230,352,328
14-20-39-590.png,4.68,4.44,98,93,250,230,348,323
14-20-39-634.png,4.87,4.2,102,88,250,235,352,323
14-20-39-679.png,5.63,5.2,118,109,250,224,368,333
14-20-39-724.png,5.87,5.49,123,115,254,224,377,339
14-20-39-768.png,5.68,5.49,119,115,254,224,373,339
14-20-39-813.png,5.87,5.49,123,115,262,224,385,339
14-20-39-859.png,5.49,5.73,115,120,270,224,385,344
14-20-39-899.png,6.06,5.96,127,125,274,219,401,344
14-20-39-933.png,6.2,5.96,130,125,279,219,409,344
14-20-39-980.png,6.82,5.73,143,120,283,224,426,344
14-20-40-023.png,6.82,5.73,143,120,295,224,438,344
14-20-40-055.png,6.82,6.25,143,131,303,219,446,350
14-20-40-089.png,6.44,6.01,135,126,315,224,450,350
14-20-40-122.png,6.82,6.25,143,131,332,224,475,355
14-20-40-155.png,6.63,6.25,139,131,340,230,479,361
14-20-40-187.png,6.44,6.25,135,131,348,235,483,366
14-20-40-222.png,6.44,6.25,135,131,348,235,483,366
14-20-40-256.png,6.44,6.25,135,131,364,241,499,372
14-20-40-287.png,7.06,6.25,148,131,364,241,512,372
14-20-40-319.png,7.25,6.25,152,131,368,246,520,377
14-20-40-351.png,7.01,5.96,147,125,377,252,524,377
14-20-40-383.png,7.01,5.96,147,125,377,252,524,377
14-20-40-422.png,6.63,5.96,139,125,385,252,524,377
14-20-40-456.png,6.25,5.96,131,125,393,252,524,377
14-20-40-489.png,6.25,6.25,131,131,393,252,524,383
14-20-40-535.png,6.25,6.25,131,131,397,252,528,383
14-20-40-582.png,6.25,6.25,131,131,397,257,528,388
14-20-40-616.png,6.63,6.49,139,136,393,252,532,388
14-20-40-655.png,6.82,6.49,143,136,393,252,536,388
14-20-40-703.png,6.63,6.77,139,142,397,246,536,388
14-20-40-743.png,6.63,6.77,139,142,401,246,540,388
14-20-40-775.png,6.63,6.77,139,142,401,246,540,388
14-20-40-811.png,6.44,6.77,135,142,405,246,540,388
14-20-40-844.png,6.63,6.49,139,136,405,252,544,388
14-20-40-875.png,6.63,6.49,139,136,405,252,544,388
14-20-40-911.png,6.63,6.49,139,136,405,252,544,388
14-20-40-944.png,6.44,6.49,135,136,409,252,544,388
14-20-40-975.png,6.63,6.49,139,136,409,252,548,388
14-20-41-006.png,6.63,6.25,139,131,409,257,548,388
14-20-41-044.png,6.63,6.25,139,131,409,257,548,388
14-20-41-077.png,6.44,6.25,135,131,413,257,548,388
14-20-41-111.png,6.2,6.25,130,131,418,257,548,388
14-20-41-143.png,6.44,6.25,135,131,413,257,548,388
14-20-41-178.png,6.2,6.25,130,131,418,257,548,388
14-20-41-211.png,6.2,6.25,130,131,418,257,548,388
14-20-41-244.png,6.2,6.25,130,131,418,257,548,388
14-20-41-278.png,6.39,6.25,134,131,418,257,552,388
14-20-41-326.png,6.63,6.49,139,136,418,252,557,388
14-20-41-367.png,6.63,6.49,139,136,418,252,557,388
14-20-41-399.png,6.63,6.49,139,136,418,252,557,388
14-20-41-429.png,6.63,6.49,139,136,413,252,552,388
14-20-41-466.png,6.63,6.49,139,136,413,252,552,388
14-20-41-497.png,6.25,6.25,131,131,413,257,544,388
14-20-41-528.png,6.44,6.25,135,131,409,257,544,388
14-20-41-565.png,6.25,6.25,131,131,413,257,544,388
14-20-41-599.png,6.25,6.25,131,131,413,257,544,388
14-20-41-633.png,6.44,6.25,135,131,413,257,548,388
14-20-41-666.png,6.44,6.25,135,131,413,257,548,388
14-20-41-698.png,6.01,6.25,126,131,418,257,544,388
14-20-41-732.png,6.2,6.25,130,131,418,257,548,388
14-20-41-766.png,6.2,6.25,130,131,418,257,548,388
14-20-41-803.png,6.01,6.25,126,131,422,257,548,388
14-20-41-844.png,6.01,6.25,126,131,422,257,548,388
14-20-41-879.png,6.01,6.25,126,131,422,257,548,388
14-20-41-911.png,6.01,6.01,126,126,422,262,548,388
14-20-41-943.png,6.2,6.01,130,126,418,262,548,388
14-20-41-977.png,6.06,6.25,127,131,413,257,540,388
14-20-42-011.png,6.25,6.49,131,136,409,252,540,388
14-20-42-045.png,6.25,6.49,131,136,409,252,540,388
14-20-42-094.png,6.44,6.49,135,136,409,252,544,388
14-20-42-136.png,6.44,6.49,135,136,409,252,544,388
14-20-42-177.png,6.44,6.25,135,131,413,257,548,388
14-20-42-209.png,6.25,6.25,131,131,413,257,544,388
14-20-42-244.png,6.25,6.25,131,131,413,257,544,388
14-20-42-277.png,6.25,6.25,131,131,413,257,544,388
14-20-42-310.png,6.25,6.25,131,131,413,257,544,388
14-20-42-344.png,6.25,6.25,131,131,413,257,544,388
14-20-42-378.png,6.44,6.25,135,131,413,257,548,388
14-20-42-412.png,6.44,6.25,135,131,413,257,548,388
14-20-42-458.png,6.2,6.25,130,131,418,257,548,388
14-20-42-499.png,5.82,6.25,122,131,418,257,540,388
14-20-42-531.png,6.06,6.25,127,131,413,257,540,388
14-20-42-567.png,6.06,6.25,127,131,413,257,540,388
14-20-42-611.png,6.25,6.25,131,131,413,257,544,388
14-20-42-647.png,6.25,6.25,131,131,413,257,544,388
14-20-42-690.png,6.44,6.49,135,136,409,252,544,388
14-20-42-731.png,6.63,6.49,139,136,405,252,544,388
14-20-42-781.png,6.63,6.77,139,142,405,246,544,388
14-20-42-826.png,6.63,6.77,139,142,405,246,544,388
14-20-42-868.png,6.63,6.49,139,136,405,252,544,388
14-20-42-916.png,6.63,6.49,139,136,405,252,544,388
14-20-42-956.png,6.63,6.49,139,136,405,252,544,388
14-20-43-003.png,6.63,6.49,139,136,405,252,544,388
14-20-43-048.png,6.44,6.25,135,131,405,252,540,383
14-20-43-089.png,6.44,6.25,135,131,405,252,540,383
14-20-43-135.png,6.44,6.25,135,131,405,252,540,383
14-20-43-178.png,6.44,6.25,135,131,405,252,540,383
14-20-43-222.png,6.44,6.25,135,131,405,252,540,383
14-20-43-256.png,6.25,6.25,131,131,405,252,536,383
14-20-43-288.png,6.44,6.01,135,126,401,257,536,383
14-20-43-322.png,6.44,6.25,135,131,401,252,536,383
14-20-43-354.png,6.63,6.25,139,131,397,246,536,377
