index,filename,label,x,y,x1,y1,x2,y2,width_px,height_px,width_mm,height_mm,is_sample
1,16-45-50-823.png,arteri,243,225,243,225,384,353,141,128,6.73,6.11,yes
2,16-45-50-868.png,,0,0,0,0,0,0,0,0,0,0,no
3,16-45-50-912.png,,0,0,0,0,0,0,0,0,0,0,no
4,16-45-50-956.png,,0,0,0,0,0,0,0,0,0,0,no
5,16-45-51-004.png,,0,0,0,0,0,0,0,0,0,0,no
6,16-45-51-042.png,,0,0,0,0,0,0,0,0,0,0,no
7,16-45-51-078.png,,0,0,0,0,0,0,0,0,0,0,no
8,16-45-51-125.png,,0,0,0,0,0,0,0,0,0,0,no
9,16-45-51-172.png,,0,0,0,0,0,0,0,0,0,0,no
10,16-45-51-211.png,,0,0,0,0,0,0,0,0,0,0,no
11,16-45-51-259.png,,0,0,0,0,0,0,0,0,0,0,no
12,16-45-51-300.png,,0,0,0,0,0,0,0,0,0,0,no
13,16-45-51-346.png,,0,0,0,0,0,0,0,0,0,0,no
14,16-45-51-393.png,,0,0,0,0,0,0,0,0,0,0,no
15,16-45-51-428.png,,0,0,0,0,0,0,0,0,0,0,no
16,16-45-51-468.png,,0,0,0,0,0,0,0,0,0,0,no
17,16-45-51-512.png,,0,0,0,0,0,0,0,0,0,0,no
18,16-45-51-556.png,,0,0,0,0,0,0,0,0,0,0,no
19,16-45-51-592.png,,0,0,0,0,0,0,0,0,0,0,no
20,16-45-51-627.png,,0,0,0,0,0,0,0,0,0,0,no
21,16-45-51-667.png,,0,0,0,0,0,0,0,0,0,0,no
22,16-45-51-713.png,,0,0,0,0,0,0,0,0,0,0,no
23,16-45-51-750.png,,0,0,0,0,0,0,0,0,0,0,no
24,16-45-51-791.png,,0,0,0,0,0,0,0,0,0,0,no
25,16-45-51-833.png,,0,0,0,0,0,0,0,0,0,0,no
26,16-45-51-882.png,,0,0,0,0,0,0,0,0,0,0,no
27,16-45-51-920.png,,0,0,0,0,0,0,0,0,0,0,no
28,16-45-51-957.png,,0,0,0,0,0,0,0,0,0,0,no
29,16-45-52-000.png,arteri,238,217,238,217,376,350,138,133,6.58,6.35,yes
30,16-45-52-046.png,,0,0,0,0,0,0,0,0,0,0,no
31,16-45-52-089.png,,0,0,0,0,0,0,0,0,0,0,no
32,16-45-52-137.png,,0,0,0,0,0,0,0,0,0,0,no
33,16-45-52-178.png,,0,0,0,0,0,0,0,0,0,0,no
34,16-45-52-222.png,,0,0,0,0,0,0,0,0,0,0,no
35,16-45-52-270.png,,0,0,0,0,0,0,0,0,0,0,no
36,16-45-52-311.png,,0,0,0,0,0,0,0,0,0,0,no
37,16-45-52-357.png,,0,0,0,0,0,0,0,0,0,0,no
38,16-45-52-402.png,,0,0,0,0,0,0,0,0,0,0,no
39,16-45-52-443.png,,0,0,0,0,0,0,0,0,0,0,no
40,16-45-52-492.png,,0,0,0,0,0,0,0,0,0,0,no
41,16-45-52-541.png,,0,0,0,0,0,0,0,0,0,0,no
42,16-45-52-608.png,,0,0,0,0,0,0,0,0,0,0,no
43,16-45-52-662.png,,0,0,0,0,0,0,0,0,0,0,no
44,16-45-52-717.png,,0,0,0,0,0,0,0,0,0,0,no
45,16-45-52-768.png,,0,0,0,0,0,0,0,0,0,0,no
46,16-45-52-814.png,,0,0,0,0,0,0,0,0,0,0,no
47,16-45-52-857.png,,0,0,0,0,0,0,0,0,0,0,no
48,16-45-52-893.png,,0,0,0,0,0,0,0,0,0,0,no
49,16-45-52-933.png,,0,0,0,0,0,0,0,0,0,0,no
50,16-45-52-982.png,,0,0,0,0,0,0,0,0,0,0,no
51,16-45-53-023.png,,0,0,0,0,0,0,0,0,0,0,no
52,16-45-53-066.png,,0,0,0,0,0,0,0,0,0,0,no
53,16-45-53-113.png,,0,0,0,0,0,0,0,0,0,0,no
54,16-45-53-155.png,,0,0,0,0,0,0,0,0,0,0,no
55,16-45-53-201.png,,0,0,0,0,0,0,0,0,0,0,no
56,16-45-53-245.png,,0,0,0,0,0,0,0,0,0,0,no
57,16-45-53-289.png,,0,0,0,0,0,0,0,0,0,0,no
58,16-45-53-333.png,,0,0,0,0,0,0,0,0,0,0,yes
59,16-45-53-378.png,,0,0,0,0,0,0,0,0,0,0,no
60,16-45-53-422.png,,0,0,0,0,0,0,0,0,0,0,no
61,16-45-53-470.png,,0,0,0,0,0,0,0,0,0,0,no
62,16-45-53-511.png,,0,0,0,0,0,0,0,0,0,0,no
63,16-45-53-554.png,,0,0,0,0,0,0,0,0,0,0,no
64,16-45-53-600.png,,0,0,0,0,0,0,0,0,0,0,no
65,16-45-53-644.png,,0,0,0,0,0,0,0,0,0,0,no
66,16-45-53-689.png,,0,0,0,0,0,0,0,0,0,0,no
67,16-45-53-733.png,,0,0,0,0,0,0,0,0,0,0,no
68,16-45-53-766.png,,0,0,0,0,0,0,0,0,0,0,no
69,16-45-53-813.png,,0,0,0,0,0,0,0,0,0,0,no
70,16-45-53-857.png,,0,0,0,0,0,0,0,0,0,0,no
71,16-45-53-901.png,,0,0,0,0,0,0,0,0,0,0,no
72,16-45-53-944.png,,0,0,0,0,0,0,0,0,0,0,no
73,16-45-53-991.png,,0,0,0,0,0,0,0,0,0,0,no
74,16-45-54-034.png,,0,0,0,0,0,0,0,0,0,0,no
75,16-45-54-077.png,,0,0,0,0,0,0,0,0,0,0,no
76,16-45-54-124.png,,0,0,0,0,0,0,0,0,0,0,no
77,16-45-54-158.png,,0,0,0,0,0,0,0,0,0,0,no
78,16-45-54-201.png,,0,0,0,0,0,0,0,0,0,0,no
79,16-45-54-249.png,,0,0,0,0,0,0,0,0,0,0,no
80,16-45-54-306.png,,0,0,0,0,0,0,0,0,0,0,no
81,16-45-54-356.png,,0,0,0,0,0,0,0,0,0,0,no
82,16-45-54-401.png,,0,0,0,0,0,0,0,0,0,0,no
83,16-45-54-446.png,,0,0,0,0,0,0,0,0,0,0,no
84,16-45-54-488.png,,0,0,0,0,0,0,0,0,0,0,no
85,16-45-54-534.png,,0,0,0,0,0,0,0,0,0,0,no
86,16-45-54-578.png,,0,0,0,0,0,0,0,0,0,0,no
87,16-45-54-622.png,,0,0,0,0,0,0,0,0,0,0,yes
88,16-45-54-668.png,,0,0,0,0,0,0,0,0,0,0,no
89,16-45-54-714.png,,0,0,0,0,0,0,0,0,0,0,no
90,16-45-54-756.png,,0,0,0,0,0,0,0,0,0,0,no
91,16-45-54-802.png,,0,0,0,0,0,0,0,0,0,0,no
92,16-45-54-845.png,,0,0,0,0,0,0,0,0,0,0,no
93,16-45-54-891.png,,0,0,0,0,0,0,0,0,0,0,no
94,16-45-54-936.png,,0,0,0,0,0,0,0,0,0,0,no
95,16-45-54-979.png,,0,0,0,0,0,0,0,0,0,0,no
96,16-45-55-028.png,,0,0,0,0,0,0,0,0,0,0,no
97,16-45-55-072.png,,0,0,0,0,0,0,0,0,0,0,no
98,16-45-55-110.png,,0,0,0,0,0,0,0,0,0,0,no
99,16-45-55-160.png,,0,0,0,0,0,0,0,0,0,0,no
100,16-45-55-203.png,,0,0,0,0,0,0,0,0,0,0,no
101,16-45-55-245.png,,0,0,0,0,0,0,0,0,0,0,no
102,16-45-55-291.png,,0,0,0,0,0,0,0,0,0,0,no
103,16-45-55-334.png,,0,0,0,0,0,0,0,0,0,0,no
104,16-45-55-378.png,,0,0,0,0,0,0,0,0,0,0,no
105,16-45-55-424.png,,0,0,0,0,0,0,0,0,0,0,no
106,16-45-55-459.png,,0,0,0,0,0,0,0,0,0,0,no
107,16-45-55-501.png,,0,0,0,0,0,0,0,0,0,0,no
108,16-45-55-544.png,,0,0,0,0,0,0,0,0,0,0,no
109,16-45-55-591.png,,0,0,0,0,0,0,0,0,0,0,no
110,16-45-55-634.png,,0,0,0,0,0,0,0,0,0,0,no
111,16-45-55-680.png,,0,0,0,0,0,0,0,0,0,0,no
112,16-45-55-723.png,,0,0,0,0,0,0,0,0,0,0,no
113,16-45-55-768.png,,0,0,0,0,0,0,0,0,0,0,no
114,16-45-55-815.png,,0,0,0,0,0,0,0,0,0,0,no
115,16-45-55-856.png,,0,0,0,0,0,0,0,0,0,0,no
116,16-45-55-902.png,,0,0,0,0,0,0,0,0,0,0,yes
117,16-45-55-947.png,,0,0,0,0,0,0,0,0,0,0,no
118,16-45-55-985.png,,0,0,0,0,0,0,0,0,0,0,no
119,16-45-56-023.png,,0,0,0,0,0,0,0,0,0,0,no
120,16-45-56-069.png,,0,0,0,0,0,0,0,0,0,0,no
121,16-45-56-111.png,,0,0,0,0,0,0,0,0,0,0,no
122,16-45-56-155.png,,0,0,0,0,0,0,0,0,0,0,no
123,16-45-56-201.png,,0,0,0,0,0,0,0,0,0,0,no
124,16-45-56-244.png,,0,0,0,0,0,0,0,0,0,0,no
125,16-45-56-290.png,,0,0,0,0,0,0,0,0,0,0,no
126,16-45-56-335.png,,0,0,0,0,0,0,0,0,0,0,no
127,16-45-56-379.png,,0,0,0,0,0,0,0,0,0,0,no
128,16-45-56-423.png,,0,0,0,0,0,0,0,0,0,0,no
129,16-45-56-467.png,,0,0,0,0,0,0,0,0,0,0,no
130,16-45-56-512.png,,0,0,0,0,0,0,0,0,0,0,no
131,16-45-56-557.png,,0,0,0,0,0,0,0,0,0,0,no
132,16-45-56-602.png,,0,0,0,0,0,0,0,0,0,0,no
133,16-45-56-644.png,,0,0,0,0,0,0,0,0,0,0,no
134,16-45-56-694.png,,0,0,0,0,0,0,0,0,0,0,no
135,16-45-56-735.png,,0,0,0,0,0,0,0,0,0,0,no
136,16-45-56-778.png,,0,0,0,0,0,0,0,0,0,0,no
137,16-45-56-824.png,,0,0,0,0,0,0,0,0,0,0,no
138,16-45-56-868.png,,0,0,0,0,0,0,0,0,0,0,no
139,16-45-56-913.png,,0,0,0,0,0,0,0,0,0,0,no
140,16-45-56-956.png,,0,0,0,0,0,0,0,0,0,0,no
141,16-45-57-000.png,,0,0,0,0,0,0,0,0,0,0,no
142,16-45-57-046.png,,0,0,0,0,0,0,0,0,0,0,no
143,16-45-57-090.png,,0,0,0,0,0,0,0,0,0,0,no
144,16-45-57-132.png,,0,0,0,0,0,0,0,0,0,0,no
145,16-45-57-167.png,,0,0,0,0,0,0,0,0,0,0,yes
146,16-45-57-214.png,,0,0,0,0,0,0,0,0,0,0,no
147,16-45-57-272.png,,0,0,0,0,0,0,0,0,0,0,no
148,16-45-57-312.png,,0,0,0,0,0,0,0,0,0,0,no
149,16-45-57-355.png,,0,0,0,0,0,0,0,0,0,0,no
150,16-45-57-402.png,,0,0,0,0,0,0,0,0,0,0,no
151,16-45-57-445.png,,0,0,0,0,0,0,0,0,0,0,no
152,16-45-57-491.png,,0,0,0,0,0,0,0,0,0,0,no
153,16-45-57-537.png,,0,0,0,0,0,0,0,0,0,0,no
154,16-45-57-571.png,,0,0,0,0,0,0,0,0,0,0,no
155,16-45-57-612.png,,0,0,0,0,0,0,0,0,0,0,no
156,16-45-57-658.png,,0,0,0,0,0,0,0,0,0,0,no
157,16-45-57-704.png,,0,0,0,0,0,0,0,0,0,0,no
158,16-45-57-741.png,,0,0,0,0,0,0,0,0,0,0,no
159,16-45-57-795.png,,0,0,0,0,0,0,0,0,0,0,no
160,16-45-57-834.png,,0,0,0,0,0,0,0,0,0,0,no
161,16-45-57-877.png,,0,0,0,0,0,0,0,0,0,0,no
162,16-45-57-925.png,,0,0,0,0,0,0,0,0,0,0,no
163,16-45-57-968.png,,0,0,0,0,0,0,0,0,0,0,no
164,16-45-58-011.png,,0,0,0,0,0,0,0,0,0,0,no
165,16-45-58-056.png,,0,0,0,0,0,0,0,0,0,0,no
166,16-45-58-099.png,,0,0,0,0,0,0,0,0,0,0,no
167,16-45-58-134.png,,0,0,0,0,0,0,0,0,0,0,no
168,16-45-58-183.png,,0,0,0,0,0,0,0,0,0,0,no
169,16-45-58-234.png,,0,0,0,0,0,0,0,0,0,0,no
170,16-45-58-282.png,,0,0,0,0,0,0,0,0,0,0,no
171,16-45-58-322.png,,0,0,0,0,0,0,0,0,0,0,no
